,Company Brand,Founded,HeadQuarter,Sector,What it does,Founders,Investor,Amount,Stage,Year
830,Anvidha Technologies,2020.0,Haryana,Technology,Anvidha Technologies Private Limited is a HARYANA based private ltd.,Ganesh ranganathan iyer,Unknown,3174000.0,Pre-series A,2021
831,DigiSparsh,2020.0,Mumbai,Finance,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,"Saurabh Soni, Akhilesh Gandhi",GoAhead Ventures,3174000.0,Pre-series A,2021
832,CoffeeMug.ai,2020.0,New Delhi,Business Intelligence,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.","Abhishek Sharma, Dipti Tandon","Paradigm Shift Capital, AngelList India",500000.0,Pre-series A,2021
833,Pathfndr.io,2015.0,Bangalore,Technology,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,Varun Gupta,Arali Ventures,5000000.0,Pre-series A,2021
834,Kazam,2020.0,Bangalore,evstartup,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops","Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,27000000.0,Pre-series A,2021
835,MYRE Capital,2020.0,Mumbai,Commerce,Democratising Real Estate Ownership,Own rent yielding commercial properties,Aryaman Vir,3174000.0,$6000000,2021
836,BimaPe,2020.0,Mumbai,Finance,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',Rahul Mathur,"iSeed, Titan Capital",3174000.0,Pre-series A,2021
837,Saarthi Pedagogy,2015.0,Ahmedabad,Education,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies",Pedagogy,Sushil Agarwal,3174000.0,$1000000,2021
838,Synapsica,2017.0,New Delhi,Health,Artificial Intelligence tools to make quality diagnostic assessment available for all.,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners",3174000.0,Series A,2021
839,Kwik Foods,2020.0,Gurgaon,Food & Beverages,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,"Prabhleen Kaur, Harshal Patel",9Unicorns,1000000.0,Pre-series A,2021
840,GoMechanic,2016.0,Gurgaon,Transport,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",Kushal Karwa,"Tiger Global, Sequoia",3174000.0,Series C,2021
841,Green Cure,2015.0,New Delhi,Health,World's first company to combine German Engineering with Indian Ayurveda in health products,Sanchit Garg,Venture Catalysts,3174000.0,Pre-series A,2021
842,Classplus,2017.0,Noida,Education,Classplus was born out of an urge to redefine classroom engagement in this country.,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,3174000.0,Series C,2021
843,WINDO,2020.0,Hyderabad,Commerce,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,3174000.0,Pre-series A,2021
844,ApnaKlub,2020.0,Bangalore,Commerce,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,"Shruti, Manish Kumar","Blume Ventures, Whiteboard Capital",3174000.0,Pre-series A,2021
845,GoBolt,2015.0,Gurgaon,Transport,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.","Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital",3174000.0,Series B,2021
846,Loco,2018.0,Bangalore,Manufacturing,Loco is India's leading live game streaming app.,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai",60000000.0,Pre-series A,2021
847,Auric,2017.0,New Delhi,Health,Contemporary Beauty & Wellness Brand Based on Ayurveda,Deepak Agarwal,Venture Catalysts,11363000.0,Pre-series A,2021
848,Humit,2020.0,Bangalore,Media & Entertainment,Humit is a social networking app for music sharing and discovery.,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",Antler India,329000.0,Pre-series A,2021
849,Airblack,2019.0,Gurgaon,itstartup,Airblack is on a mission to help people convert their passion to a livelihood.,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",3174000.0,Series A,2021
850,Intervue,2021.0,New Delhi,Technology,World's fastest collaborative environment to take tech interviews.,"Rahul Arora, Pushpender Singh Rautela","Titan Capital, Kunal Shah",3174000.0,Pre-series A,2021
851,Nestroots,2016.0,Gurgaon,Beauty & Fashion,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",Chhavi Singh,We Founder Circle,3174000.0,Pre-series A,2021
852,TABLT,2018.0,Kolkata,Health,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,Anish Agarwal,Siti Cable,3174000.0,Series A,2021
853,Hesa,2020.0,Hyderabad,itstartup,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9unicorns",5900000.0,Pre-series A,2021
854,Powerhouse91,2020.0,Gurgaon,consumergoods,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.","Shashwat Diesh, Aqib Mohammed",Crossbeam Venture Partners,44000000.0,Pre-series A,2021
855,Chargeup,2019.0,New Delhi,Energy,"""Battery as a Service"" for 3 wheeler & 2 wheelers","Varun Goenka, Akshay Kashyap",Mapmyindia,3174000.0,Pre-series A,2021
856,Treebo Hotels,2015.0,Bangalore,Hospitality,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,3174000.0,Series D,2021
857,Supertails,2021.0,Bangalore,Health,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, DSG Consumer Partners",3174000.0,Pre-series A,2021
858,SkilloVilla,2020.0,Bangalore,Education,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,3174000.0,Pre-series A,2021
859,Cancer Clinics,2014.0,Telangana,Health,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.","Sonali Srungaram, Sasi Sunkara",Axilor,3174000.0,Pre-series A,2021
860,Velocity,2020.0,Bangalore,Finance,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,3174000.0,Pre-series A,2021
861,Happy Jars,2016.0,New Delhi,Food & Beverages,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.","Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,2000000.0,Pre-series A,2021
862,ExtraaEdge,2015.0,Pune,Technology,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,"Abhishek Ballabh, Sushil Mundada","9Unicorns Accelerator Fund, Indian Angel Network",3174000.0,Pre-series A,2021
863,Zotalabs,2019.0,Pune,Technology,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,"Nausherwan Shah, Wasim Khan",Alfa Ventures,5100000.0,Pre-series A,2021
864,Voiro,2014.0,Bangalore,Business Intelligence,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,"Anand Gopal, Kavita Shenoy",1Crowd,3174000.0,Pre-series A,2021
865,Rupifi,2019.0,Bangalore,Finance,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,Anubhav Jain,Quona Capital,1700000.0,Pre-series A,2021
866,Moneyboxx,1994.0,Mumbai,Finance,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,Deepak Aggarwal,"Ashv Finance, BlackSoil Capital",3174000.0,Debt,2021
867,CityMall,2019.0,Gurgaon,Commerce,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",3174000.0,Series A,2021
868,Janani,2020.0,Bangalore,Health,Janani.ai is a fertility care provider.,Nilay Mehrotra,"Sweta Rau, 9Unicorns Accelerator Fund",3174000.0,Pre-series A,2021
869,ReshaMandi,2020.0,Bangalore,Agriculture,India's 1st award winning technology led digital ecosystem for Silk,Utkarsh Apoorva,"Omnivore, Strive Ventures",9400000.0,Pre-series A,2021
870,DotPe,2019.0,Gurgaon,Finance,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google",3174000.0,Series A,2021
871,Settlrs,2018.0,Bangalore,Real Estate,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.","Gaurav Ranebennur, Nishanth Janadri",MaGEHold Pte. Ltd.,3174000.0,Pre-series A,2021
872,BYJU'S,2011.0,Bangalore,Education,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath","BlackRock, Owl Ventures",3174000.0,Series F,2021
873,HealthPlix,2014.0,Bangalore,Health,HealthPlix is a healthtech startup,"Raghuraj Sunder Raju, Sandeep Gudibanda","JSW Ventures, Kalaari Capital",8200000.0,Series B,2021
874,Masai School,2019.0,Bangalore,Education,Masai School is a job-oriented software training services.,Prateek Shukla,"Unitus Ventures, Omidyar Network India",3174000.0,Series A,2021
875,Stelis Biopharma,2007.0,Bangalore,Health,Stelis Biopharma is a vertically integrated biopharmaceutical company.,Pudhucode Radhakrishnan Kannan,"RouteOne, Mankekar Family Office",3174000.0,Series B,2021
876,NeoDove,2020.0,Jaipur,aistartup,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",Aprit Khandelwal,India Quotient,3174000.0,Pre-series A,2021
877,KreditBee,2018.0,Bangalore,Finance,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",3174000.0,Pre-series A,2021
878,True Balance,2014.0,Gurgaon,Finance,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity",3174000.0,Debt,2021
879,Muvin,2020.0,Bangalore,Finance,Youth Neobank enabling financial solutions for the teenagers and young people,Mukund V Rao,Unknown,4000000.0,Pre-series A,2021
880,FloBiz,2019.0,Bangalore,Technology,India’s first neobusiness platform,Rahul Raj,Elevation Capital,3174000.0,Series A,2021
881,Jeevam Health,2020.0,New Delhi,Health,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,"Kamran alam, Piyush vishwakarma",Y Combinator,20000000.0,Pre-series A,2021
882,OZiva,2016.0,Mumbai,Health,OZiva is a plant-based Clean Nutrition Brand.,"Aarti, Mihir Gadani","F-Prime Capital, Eight Roads Ventures India",3174000.0,Series B,2021
883,Blive,2004.0,Panaji,Hospitality,B: Live is an electric vehicle tourism startup.,"Samarth Kholkar, Sandeep Mukherjee","Mumbai Angels, DNA Entertainment Networks",786000.0,Pre-series A,2021
884,Euler Motors,2018.0,New Delhi,Transport,Electric Light Commercial Vehicle,Saurav Kumar,"ADB Ventures, Jetty Ventures",6800000.0,Series A,2021
885,Pixxel,2019.0,Bangalore,Technology,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,"Awais Ahmed, Kshitij Khandelwal","Techstars, Ryan Johnson",3174000.0,Pre-series A,2021
886,Prescinto,2016.0,Gujarat,Energy,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,Puneet Jaggi,"Venture Catalysts, 9Unicorns Accelerator Fund",3174000.0,Pre-series A,2021
887,MyGlamm,2015.0,Mumbai,Beauty & Fashion,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,Darpan Sanghvi,Bessemer Venture Partners,248000.0,Series C,2021
888,Chirrup,2020.0,Bangalore,Manufacturing,Video integrated social-gaming platform,"Vipul Garg, Sourav Lashkari, Mehul Mittal","Titan Capital, iSeed, First Cheque, 3.0 Fund.",3174000.0,Pre-series A,2021
889,Juicy Chemistry,2014.0,Coimbatore,Health,Juicy Chemistry operates as an eponymous consumer brand.,"Megha, Pritesh Asher.",Akya Ventures,3174000.0,Series A,2021
890,Indifi,2015.0,Gurgaon,Finance,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India",3174000.0,Debt,2021
891,Firmway,2016.0,Mumbai,Finance,Firmway is a platform that digitizes balance confirmation and reconciliation process.,"Prashant Gupta, Vivek Chandan",Unknown,3174000.0,Pre-series A,2021
892,Say Cheese,2020.0,Mumbai,Technology,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",Rajpreet Kaur,Unknown,3174000.0,Pre-series A,2021
893,Bimaplan,2020.0,Mumbai,Finance,Affordable insurance for the next billion Indians,Vikul Goyal,"Titan Capital, Y Combinator",13000000.0,Pre-series A,2021
894,YAP,2014.0,Chennai,Finance,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",3174000.0,Series B,2021
895,Leap Finance,2019.0,Bangalore,Finance,Leap Finance is a fintech startup for Indian students pursuing international higher education,Vaibhav Singh,Jungle Ventures,2000000.0,Series B,2021
896,4baseCare,2018.0,Bangalore,Health,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, growX Ventures, Season Two Ventures",3174000.0,Pre-series A,2021
897,Ezstays,2019.0,New Delhi,Education,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.","Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,3174000.0,Pre-series A,2021
898,Stylework,2017.0,Gurgaon,Business Intelligence,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,Sparsh Khandelwal,Inflection Point Ventures,3174000.0,Pre-series A,2021
899,Riskcovry,2018.0,Bangalore,Technology,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.","Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund",3174000.0,Series A,2021
900,Quizizz,2015.0,Bangalore,Education,Quizizz is a Education based startup,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners",24500000.0,Series A,2021
901,Turtlemint,2015.0,Mumbai,Technology,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures,3800000.0,Series D,2021
902,Captain Fresh,2019.0,Bangalore,supplychainplatform,Captain Fresh is a freshwater fish and seafood supply chain platform.,Utham Gowda,"Matrix Partners India, Ankur Capital",18370000.0,Pre-series A,2021
903,Northern Arc,2008.0,Chennai,Finance,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank",3174000.0,Debt,2021
904,Qoohoo,2020.0,Bangalore,socialplatform,A platform for creators to build immersive connections with their fans and followers and monetize them.,"Vimal Singh Rathore, Aseem Gupta",Angel investors,4800000.0,Pre-series A,2021
905,The ePlane,2016.0,Chennai,Technology,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications","Pranjal Mehta, Satyanarayanan Chakravarthy","Speciale Invest, Farid Ahsan",12500000.0,Pre-series A,2021
906,Questt,2020.0,Gurgaon,Education,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, AET Fund",3174000.0,Pre-series A,2021
907,DealShare,2018.0,Jaipur,Commerce,DealShare is a Social Commerce Startup,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital",3174000.0,Debt,2021
908,Euler Motors,2018.0,New Delhi,Transport,Electric Light Commercial Vehicle,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu",7500000.0,Series A,2021
909,KoineArth,2018.0,Bangalore,Finance,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",Praphul Chandra,YourNest,43000000.0,Pre-series A,2021
910,Northern Arc,2008.0,Chennai,Finance,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp",3500000.0,Debt,2021
911,ParkSmart,2018.0,New Delhi,Transport,ParkSmart is a parking management application.,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma","Shireen Rangaswamy, Dilesh Gathani",3174000.0,Pre-series A,2021
912,Virohan,2018.0,Gurgaon,Education,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja","Rebright Partners, Wadhwani Foundation",3174000.0,Series A,2021
913,BankSathi,2019.0,New Delhi,Finance,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",Jitendra Dhaka,"Dinesh Godara, Aditya Talwar",3174000.0,Pre-series A,2021
914,Spark Studio,2020.0,Bangalore,Education,Online courses to build creativity and confidence in children through extra-curricular learning,Anushree Goenka,Better Capital,4000000.0,Pre-series A,2021
915,BlissClub,2020.0,Bangalore,Beauty & Fashion,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",Minu Margeret,Elevation Capital,55000000.0,Pre-series A,2021
916,BricSpaces,2018.0,Bangalore,realestate,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",Madhusudhan,Angel investors,3174000.0,Pre-series A,2021
917,ANSR,2008.0,Bangalore,Business Intelligence,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",Lalit Ahuja,"Sistema Asia Capital, Evolvence India Fund",3174000.0,Series B,2021
918,Keito,2016.0,Pune,aicompany,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",Amal P S,"Rajesh Agarwal, Nandkishore Mundada",3174000.0,Pre-series A,2021
919,Reccy Adventures,2019.0,Gurgaon,Sports,Reccy Adventures is an adventure sports startup.,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal","Kallol Banerjee, Jaydeep Barman",3174000.0,Pre-series A,2021
920,Magenta EV,2017.0,Mumbai,Energy,Magenta is in the business of Enabling electric mobility & Making electricity clean,"Maxson Lewis, Darryl Dias","JITO Angel Network, LetsVenture",3174000.0,Series A,2021
921,Karbon Card,2019.0,Bangalore,Finance,Karbon Card is a financial platform for Indian entrepreneurs.,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar","MyAsia VC, Orios Venture Partners",115000000.0,Pre-series A,2021
922,Wysa,2015.0,Bangalore,aicompany,Wysa is an AI conversational agent that has been shown to help improve mental health,"Jo Aggarwal, Ramakant Vempati","W Health Ventures, Pi Ventures",3174000.0,Series A,2021
923,Agnikul,2017.0,Chennai,Technology,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.","Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran","Artha India Ventures, Sriram Krishnan",200000.0,Series A,2021
924,LegalPay,2019.0,New Delhi,Finance,A trusted financial partner for advocates and corporate.,Kundan Shahi,9Unicorns,3174000.0,Pre-series A,2021
925,Glamplus,2020.0,Bangalore,Technology,India's #1 SaaS based Salon experience Software,Divyanshu Singh,Inflection Point Ventures,400000.0,Pre-series A,2021
926,Tekie,2017.0,Gurgaon,Education,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.","Anand Verma, Naman Mukund","GSV, Multiply Ventures",3174000.0,Pre-series A,2021
927,Avalon Labs,2017.0,Bangalore,Finance,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital",3174000.0,Pre-series A,2021
928,Betterhalf.ai,2016.0,Bangalore,LifeStyle,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan",3174000.0,Pre-series A,2021
929,Koo,2020.0,Bangalore,Media & Entertainment,Koo App operates as a microblogging app.,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant",3174000.0,Series B,2021
930,Rezo.ai,2017.0,Noida,aistartup,Conversational AI platform - Innovate the way you communicate,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani",3174000.0,Pre-series A,2021
931,Mentoria,2015.0,Mumbai,Education,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra",1600000.0,Pre-series A,2021
932,Cuvette Tech,2020.0,Bangalore,Business Intelligence,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya",100000.0,Pre-series A,2021
933,FarMart,2015.0,Gurgaon,Agriculture,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",1500000.0,Pre-series A,2021
934,Kodo Card,2019.0,Mumbai,Finance,Kodo card is a corporate card for new economy businesses in India.,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",2500000.0,Pre-series A,2021
935,Cellestial,2019.0,Hyderabad,Manufacturing,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,Siddhartha Durairajan,"Gurj Aujla, Ashik K",8500000.0,Pre-series A,2021
936,Jai Kisan,2017.0,Mumbai,Finance,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures",3148000.0,Series A,2021
937,Plum,2019.0,Bangalore,Health,High quality health insurance and health benefits,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",3174000.0,Series A,2021
938,Klassroom,2016.0,Mumbai,Education,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,Alka Javeri,ah! Ventures,3174000.0,Pre-series A,2021
939,Convin,2019.0,Bangalore,Technology,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",3000000.0,Pre-series A,2021
940,Mensa Brands,2021.0,Bangalore,Beauty & Fashion,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",3174000.0,Series A,2021
941,MedTel Healthcare,2017.0,Odisha,Health,An aggregator for Digital Health Clinics in low resource settings.,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",Unknown,3174000.0,Pre-series A,2021
942,Ingenium,2018.0,New Delhi,Education,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels,3174000.0,Pre-series A,2021
943,BharatPe,2018.0,New Delhi,Finance,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants","Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",3174000.0,Debt,2021
944,RuleZero,2019.0,Bangalore,Technology,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",3174000.0,Pre-series A,2021
945,Rubix Data Sciences,2018.0,Mumbai,itstartup,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",Mohan Ramaswamy,Unknown,4700000.0,Pre-series A,2021
946,Locobuzz,2011.0,Mumbai,Business Intelligence,LocoBuzz is an analytics-based integrated marketing platform.,Vishal Agrawal,Yuj Ventures,500000.0,Series A,2021
947,We Founder Circle,2020.0,Mumbai,Finance,"A global platform of founders for founders offering investment, network and business opportunities.",Neeraj Tyagi,Geekster,2000000.0,Pre-series A,2021
948,Haqdarshak,2015.0,Jaipur,Finance,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures",3174000.0,Pre-series A,2021
949,Celcius,2020.0,Mumbai,Transport,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures,3174000.0,Pre-series A,2021
950,Myelin Foundry,2019.0,Bangalore,aistartup,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices","Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,3174000.0,Pre-series A,2021
951,SuperOps.ai,2020.0,Chennai,aistartup,SuperOps.ai is an early stage startup in the MSP space.,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital",3174000.0,Pre-series A,2021
952,Teachmint,2020.0,Bangalore,Education,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures",3174000.0,Series A,2021
953,Sarathi,2020.0,Jodhpur,Health,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Aditi Poyam,Unknown,3174000.0,Pre-series A,2021
954,Jidoka Technologies,2018.0,Chennai,Technology,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Sekar Udayamurthy,Unknown,1500000.0,Pre-series A,2021
955,Rapido,2015.0,Bangalore,Transport,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners",8000000.0,Series C,2021
956,ElasticRun,2015.0,Pune,Commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital",3174000.0,Series D,2021
957,Avail Finance,2017.0,Bangalore,Finance,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India",3174000.0,Debt,2021
958,Nivesh,2016.0,Noida,Finance,Nivesh.com is a mass market mutual funds investment platform.,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",10500000.0,Pre-series A,2021
959,Arthya Wealth and Investments,2020.0,Mumbai,Finance,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",4000000.0,Pre-series A,2021
960,Fi,2019.0,Bangalore,Finance,Fi is a neo bank.,Sumit Gwalani,"Capital Group, Falcon Edge",3174000.0,Series B,2021
961,Kiko Live,2020.0,Gurgaon,Commerce,Video-based social commerce startup,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra",3174000.0,Pre-series A,2021
